input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
LE KENE,226209,Le Bistro,Bangalore,UB City,Ashok Nagar,"204A, The Collection, No 24, UB City comet block, Bengaluru",₹1200 for two,"European, Italian",--,Too Few Ratings,3.8,76 ratings,False,,,30,35,2.7,124426,No,Freedel,Freedel | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/run8u2b2ala2qiyccjdp,https://www.swiggy.com/restaurant-info/226209,12.97152327,77.59585753
