input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
The Amrith Cafe,860302,The Amrith Cafe,Bangalore,Sector 7,HSR,"Shop No : No 169 , Floor : 0 , The Amrith Cafe ,",₹200 for two,Snacks,4.4,486 ratings,,,True,True,2026-05-07 23:59:00,50,60,10.7,504935,No,10% off,10% off up to ₹40 | Use code SWIGGYIT | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/dafe8d26754ad5ed964cf3786b8a8998,https://www.swiggy.com/restaurant-info/860302,12.9149375,77.63556249999999
