input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
North Star Café,812201,North Star Cafe,Bangalore,Urban Vault,HSR,"Shop No : 1086 , Floor : Ground , Urban Vault , Urban Vault HSR Layout 1086, 18th Cross Road, Sector 4, HSR Layout, Bengaluru, Karnataka, India",₹600 for two,"Cafe, European",3.9,208 ratings,,,False,,,55,65,11.5,484319,No,50% off,50% off | Flat ₹100 off | Use FLAT100,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2024/10/17/8a8e7831-10ea-4931-a2e6-1e8ec78bf459_812201.jpg,https://www.swiggy.com/restaurant-info/812201,12.9118289,77.63896869999999
