input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Cafe 27,927726,Cafe 27,Bangalore,Indiranagar,Indiranagar,"Shop No : 2986 , Floor : Ground , Volt Building , 12th Main Road HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka, India 560038",₹600 for two,"Continental, European",4.5,340 ratings,,,False,True,2026-05-07 22:30:00,60,70,7.4,52162,Yes,Get every item @ 289,Get every item @ 289 | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/30/c494d3ba-1904-47a4-a5aa-fe607361747f_927726 SS.jpg,https://www.swiggy.com/restaurant-info/927726,12.970251774301566,77.64488237839014
