input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
café goBoho,1364530,Cafe goBoho,Bangalore,BTM Layout,HSR,"NO 1189 GROUND FLOOR M R TOWER 24TH MAIN ROAD PARANGIPALYA HSR LAYOUT 2ND SECTOR ,,BTM Layout,B.B.M.P South,Karnataka-560102",₹1000 for two,"Salads, Healthy Food",NEW,,--,,False,True,2026-05-07 21:30:00,,,12.1,777456,No,Get every item @ 49,Get every item @ 49 | 15% off up to ₹80 on orders above ₹479 | Use code JUMBO,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2026/4/15/97dc5057-a04e-467d-8ad6-da24ea150df3_1364530.jpg,https://www.swiggy.com/restaurant-info/1364530,12.908495,77.649271
