input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Happy Cafe,805403,Happy Corner,Bangalore,Rajajinagar,Malleshwaram,"25b 20th main road 1st block west of chord rajajinagar ,,Rajajinagara,B.B.M.P West,Karnataka",₹250 for two,"Juices, Snacks",3.6,15 ratings,,,False,True,2026-05-07 21:30:00,70,80,7.5,93447,No,FLAT80 off,FLAT80 off | Use FLATDEAL | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/30/4228245e-faee-4ca5-83ea-9e849612f988_805403.ss.jpg,https://www.swiggy.com/restaurant-info/805403,13.008874,77.548957
