category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Teas,Iced Teas,Passion Fruit Iced Tea,₹190,,"In-house tea decoction with passion fruit extract, dash of lime and natural sugar",Veg,,,,Check app
Teas,Iced Teas,Lemon & Mint Iced Tea,₹180,,"In-house tea decoction with mint extract, dash of lime and natural sugar",Veg,3.5,5,,Check app
Teas,Iced Teas,Peach Iced Tea,₹190,,"In-house tea decoction with peach extract, dash of lime and natural sugar",Veg,,,,Check app
Teas,Iced Teas,Blue Pea Iced Tea,₹230,,In-house blue pea tea decoction with natural sugar,Veg,4.9,3,,Check app
Teas,Floral Teas,Lavender Floral Tea,₹240,180 Ml: ₹240 | 400 Ml: ₹410,Dried lavender buds,Veg,,,,Check app
Teas,Floral Teas,Hibiscus Floral Tea,₹160,180 Ml: ₹160 | 400 Ml: ₹270,Dried roselle hibiscus flowers,Veg,,,,Check app
Teas,Floral Teas,Chamomile Floral Tea,₹350,Pot 400 ML: ₹350 | Cup 180 ML: ₹210,Dried chamomile flowers,Veg,,,,Check app
Teas,Floral Teas,Blue Pea Floral Tea,₹270,Pot 400 ML: ₹270 | Cup 180 ML: ₹160,Dried blue pea flowers,Veg,,,,Check app
Teas,Black Teas,Lemon Black Tea,₹150,180 Ml: ₹150 | 400 Ml: ₹240,Black tea brewed with a sprinkle of lemon juice,Veg,,,,Check app
Teas,Black Teas,Assam Black Tea,₹150,180 Ml: ₹150 | 400 Ml: ₹250,Pure Black tea from a single-estate in Assam,Veg,,,,Check app
Teas,Black Teas,Darjeeling Black Tea,₹210,180 Ml: ₹210 | 400 Ml: ₹360,Pure Black tea from a single-estate in Darjeeling,Veg,,,,Check app
Teas,Black Teas,Earl Grey Black Tea,₹160,180 Ml: ₹160 | 400 Ml: ₹270,Black tea flavoured with bergamot oil,Veg,,,,Check app
Teas,Wellness Teas,Spiced Herb & Lime,₹210,180 Ml: ₹210 | 400 Ml: ₹360,"Lemon, ajwain, fennel, cumin, pepper, rock salt, natural sugar & more",Veg,5.0,4,,Check app
Teas,Wellness Teas,Handpicked Herbal,₹210,180 Ml: ₹210 | 400 Ml: ₹360,"Green tea with lemongrass, turmeric, rose, peppermint, ginger & stevia",Veg,,,,Check app
Teas,Green Teas,Classic Green Tea,₹150,180 Ml: ₹150 | 400 Ml: ₹240,Pure green tea leaves,Veg,,,,Check app
Teas,Green Teas,Mint Green Tea,₹160,180 Ml: ₹160 | 400 Ml: ₹270,Green tea with dried mint leaves,Veg,,,,Check app
Sandwiches,,Pesto & Grilled Chicken Panini,₹360,,"Panini sandwich with grilled chicken, basil pesto, crisp lettuce and gooey cheese",Non-Veg,4.4,9,,Check app
Sandwiches,,Chilli Spiked Chicken Grilled Sandwich,₹360,,"Grilled club sandwich with spicy marinated succulent chicken, capsicum, onion, & iceberg lettuce",Non-Veg,3.8,4,,Check app
Sandwiches,,Pulled Chicken Cold Sandwich,₹280,,Cold sandwich filled with tender sliced chicken and crisp vegetables in a cheesy mayo spread,Non-Veg,3.5,3,,Check app
Sandwiches,,"Avocado, Ricotta & Pesto Cold Sandwich - Veg",₹340,,"Cold club sandwich loaded with avocado, black olives, sun-dried tomatoes & ricotta cheese, basil pesto, lettuce & juicy tomato slices",Veg,,,,Check app
Sandwiches,,Paneer Tikka Grilled Sandwich,₹360,,"Grilled club sandwich with spicy marinated paneer, capsicum, onion, and iceberg lettuce",Veg,4.0,4,,Check app
Sandwiches,,"Avocado, Ricotta & Pesto Cold Sandwich - Non Veg",₹380,,"Cold club sandwich loaded with avocado, black olives, sun-dried tomatoes & ricotta cheese, basil pesto, lettuce & juicy tomato slices with chicken salami",Non-Veg,,,,Check app
Sandwiches,,Cottage Cheese Cold Sandwich,₹280,,Cold sandwich filled with a slice of cottage cheese and crisp vegetables in a cheesy mayo spread,Veg,,,,Check app
Sandwiches,,Charred Veg Panini,₹280,,"Panini sandwich with basil pesto spread, crisp lettuce and herb-grilled veggies",Veg,4.4,3,,Check app
Sandwiches,,Grilled Cheese Sandwich,₹280,,"Grilled sandwich filled with a cheese triplet, onion and chilli flakes",Veg,3.8,3,,Check app
Sandwiches,,Italian Egg Panini,₹280,,Panini sandwich with soft fluffy eggs and melted cheese,Non-Veg,,,,Check app
All Day Breakfast Platters,,Meaty Meat Platter,₹580,,"Grilled chicken sausages, sliced smoked chicken,  chicken salami, chicken omelette, mashed potato,  baked beans, hash browns, grilled tomato and a  buttered toast along with a refreshing juice",Non-Veg,,,,Check app
All Day Breakfast Platters,,American Breakfast Platter,₹480,,"Choice of Eggs, grilled chicken sausages, golden hash  browns, wilted spinach, earthy mushrooms, baked  beans, a buttered toast, pair of fluffy pancakes along  with a refreshing juice",Non-Veg,4.4,3,,Check app
All Day Breakfast Platters,,Avocado Affair Platter,₹580,,"Avocado toast, guacamole, crunchy avocado,  avocado salad, sauteed mushrooms, mashed potato,  baked beans, hash browns, salsa, grilled tomato  along with a refreshing juice",Veg,5.0,4,,Check app
All Day Breakfast Platters,,English Breakfast Platter,₹380,,"Choice of eggs, grilled chicken sausages,  golden hash browns, wilted spinach, earthy  mushrooms, baked beans and a buttered  toast",Non-Veg,,,,Check app
All Day Breakfast Platters,,Turkish Dawn Platter,₹380,,"Labneh seasoned with sumac powder, herb  oil & chilli oil, poached eggs, sliced avocado,  grilled tomato, hash browns, baked beans  and a buttered toast",Non-Veg,,,,Check app
All Day Breakfast Platters,,Mushroom Medley Platter,₹480,,"Sauteed enoki, button & oyster mushrooms, grilled  paneer strips, mashed potato, grilled tomato, hash  browns, baked beans, side salad & a buttered toast  along with a refreshing juice",Veg,,,,Check app
All Day Breakfast Platters,,Protein Fix Platter,₹380,,"Grilled paneer strips, roasted broccoli steak,  sauteed mushrooms, grilled tomato, hash  browns, baked beans, side salad & a buttered  toast",Veg,,,,Check app
All Day Breakfast Platters,,Yolked & Toasted Platter,₹280,,"Classic fluffy omelette, grilled tomato, hash brown, baked beans, side salad & buttered toast",Non-Veg,,,,Check app
Desserts,,Lotus Biscoff Cheesecake,₹350,,A creamy New York-style cheesecake with a Lotus Biscoff topping,Veg,3.6,4,,Check app
Desserts,,Apple Crumble Pie,₹310,,"Warm spiced apples topped with a buttery crumble, baked to golden perfection",Veg,,,,Check app
Desserts,,Apple & Almond Mini Tea Cake,₹220,,A moist tea cake with apple and almonds,Veg,4.3,3,,Check app
Desserts,,Whole Wheat Honey & Walnut Mini Tea Cake,₹220,,"A tea cake made with whole wheat, honey, and walnuts",Veg,,,,Check app
Desserts,,Blueberry Cheesecake,₹350,,A classic New York-style cheesecake with a blueberry topping,Veg,,,,Check app
Desserts,,Choco Mud Pie,₹260,,Rich chocolate pie with a gooey center and crunchy cookie crust,Veg,,,,Check app
Desserts,,Brunt Basque Cheesecake,₹350,,"A rich, crust less Basque-style cheesecake with a creamy, melt-in-your-mouth center",Veg,,,,Check app
Desserts,,Crunchy Chocolate Brownie,₹240,,A delightful brownie with crunchy chocolate topping,Veg,,,,Check app
Desserts,,Carrot & Cashew Mini Tea Cake,₹220,,A moist tea cake with carrot and cashew,Veg,3.0,4,,Check app
Desserts,,Walnut Fudge Brownie,₹190,,A rich nutty brownie with walnut fudge,Veg,,,,Check app
Desserts,,Millionaire Brownie,₹240,,An indulgent brownie with caramel and chocolate,Veg,,,,Check app
Fries & Crispers,,Veg Platter,₹360,,"Platter featuring salted fries, veggie fingers, potato wedges and cheese shots, served with four flavorful dips - sour cream, sweet chilli, ketchup and mayo",Veg,,,,Check app
Fries & Crispers,,Cheese Loaded Crispers,₹320,,Potato crispers loaded with in-house cheese melt,Veg,,,,Check app
Fries & Crispers,,Salted Crispers,₹240,,Potato crispers seasoned with salt,Veg,,,,Check app
Fries & Crispers,,Peri Peri Crispers,₹260,,Potato crispers seasoned peri-peri spices,Veg,,,,Check app
Fries & Crispers,,Peri Peri Fries,₹240,,Crispy fries seasoned peri-peri spices,Veg,4.7,4,,Check app
Fries & Crispers,,Cheese Loaded Fries,₹290,,Crispy fries loaded with in-house cheese melt,Veg,,,,Check app
Fries & Crispers,,Truffle & Parmesan Crispers,₹360,,Potato crispers seasoned with salt and drizzled with truffle oil & parmesan,Veg,,,,Check app
Fries & Crispers,,Truffle & Parmesan Fries,₹340,,Classic fries seasoned with salt and drizzled with truffle oil & parmesan,Veg,,,,Check app
Fries & Crispers,,Salted Fries,₹220,,Classic fries seasoned with salt,Veg,,,,Check app
Fries & Crispers,,Tandoori Crispers,₹260,,Potato crispers seasoned with tandoori spices,Veg,,,,Check app
Fries & Crispers,,Tandoori Fries,₹240,,Crispy fries seasoned with tandoori spices,Veg,5.0,3,,Check app
Exotic Lunch Bowls,,Burrito Bowl - Non Veg,₹410,,"Fajita chicken, Mexican rice, sweet corn, kidney beans, salad, nachos, salsa",Non-Veg,,,,Check app
Exotic Lunch Bowls,,Burrito Bowl - Veg,₹390,,"Fajita paneer, Mexican rice, sweet corn, kidney beans, salad, nachos, salsa",Veg,4.6,3,,Check app
Exotic Lunch Bowls,,Asian Rice Bowl - Non Veg,₹380,,"Garlic & kimchi fried rice, garlic & chilli Asian gravy with chicken, fried eggs, cucumber salad",Non-Veg,,,,Check app
Exotic Lunch Bowls,,Asian Rice Bowl - Veg,₹360,,"Garlic & kimchi fried rice, garlic & chilli Asian gravy, fried enoki mushroom, cucumber salad",Veg,,,,Check app
Exotic Lunch Bowls,,Thai Rice Bowl - Non Veg,₹380,,"Thai red curry chicken, steamed rice, kimchi salad",Non-Veg,,,,Check app
Exotic Lunch Bowls,,Dal Kichidi Bowl - Non Veg,₹320,,"Toor dal and rice cooked with traditional Indian spices, tempered with jeera, red chilli & mustard, with grilled chicken for extra protein!",Non-Veg,,,,Check app
Exotic Lunch Bowls,,Thai Rice Bowl - Veg,₹360,,"Thai red curry veg, steamed rice, kimchi salad",Veg,,,,Check app
Exotic Lunch Bowls,,Dal Kichidi Bowl - Veg,₹260,,"Toor dal and rice cooked with traditional Indian spices, tempered with jeera, red chilli & mustard",Veg,,,,Check app
Salads,,Caesar Salad - Non Veg,₹320,,"Crisp vegetables, Tender grilled chicken & parmesan cheese, tossed in creamy mayo, honey & dijon mustard dressing, served with bread croutons",Non-Veg,,,,Check app
Salads,,Broccoli & Chicken Salad,₹360,,"Grilled broccoli florets, grilled chicken cubes, cucumber, onion, iceberg lettuce, sunflower & melon seeds in Tahini dressing, lavash crackers",Non-Veg,,,,Check app
Salads,,Mediterranean Egg Salad,₹280,,"Pickled & fresh vegetables, boiled eggs, pomegranate & fried cashews, honey, tahini & Sumac vinaigrette, lavash crackers",Non-Veg,,,,Check app
Salads,,Greek Salad - Non Veg,₹320,,"Vibrant vegetables, olives, Tender grilled chicken and feta cheese drizzled with zesty lime dressing, served with a side of lavash crackers",Non-Veg,,,,Check app
Salads,,Protein Pack Avocado Salad,₹360,,"Avocado, black rice, sauteed paneer cubes, parsley seasoned with lime, olive oil, salt and black pepper, served with parmesan croutons",Veg,,,,Check app
Salads,,Caesar Salad - Veg,₹280,,"Crisp vegetables & parmesan cheese, tossed in creamy mayo, honey & dijon mustard dressing, served with bread croutons",Veg,5.0,5,,Check app
Salads,,Raw Mango & Radish Salad,₹260,,"Raw mango, radish, carrot, spring onion, Thai red chilli, cherry tomatoes drizzled with lime & soya dressing",Veg,,,,Check app
Salads,,Greek Salad - Veg,₹280,,"Vibrant vegetables, olives and feta cheese drizzled with zesty lime dressing, served with a side of lavash crackers",Veg,,,,Check app
Tiny Temptations,,Chicken Croquettes,₹320,,"Panco fried croquettes filled with Indo-conti  spiced chicken, jalape?os & cheese; served with  in-house tartar sauce",Non-Veg,,,,Check app
Tiny Temptations,,Loaded Nachos - Veg,₹320,,"Crispy tortilla chips serve as the canvas for a vibrant array of toppings, including savory black beans, sweet corn, juicy tomatoes, crunchy bell peppers, tangy salsa, and melted cheese.",Veg,,,,Check app
Tiny Temptations,,Crunchy Avocado,₹290,,"Sliced avocado panko fried, seasoned with cajun  dust; served with in-house salsa & sour cream",Veg,,,,Check app
Tiny Temptations,,Enoki Mushroom Crispies,₹290,,Enoki mushrooms lightly coated in seasoned flour  & crispy fried; served with a side salad & siracha  mayo,Veg,,,,Check app
Tiny Temptations,,Beetroot Drop Cutlet,₹240,,"Grated beetroot cutlets, crumb coated and deep  fried; served with an in-house dip",Veg,4.2,18,,Check app
Tiny Temptations,,Loaded Nachos - Non Veg,₹340,,"Crispy tortilla chips serve as the canvas for a vibrant array of toppings, including savory black beans, sweet corn, juicy tomatoes, crunchy bell peppers, tangy salsa, and melted cheese.",Non-Veg,,,,Check app
Tiny Temptations,,Bread Pakoda,₹240,,"Spiced potato mix sandwiched in bread, coated  in gram flour batter and deep-fried; served with  in-house sauces",Veg,5.0,5,,Check app
Coffee,,Classic Cold Coffee,₹280,,"Concoction of chilled coffee, creamy milk & vanilla ice cream",Veg,,,,Check app
Coffee,,Mocha Cold Coffee,₹300,,"Concoction of chilled coffee, creamy milk & chocolate ice cream",Veg,,,,Check app
Coffee,,Vanilla Iced Latte,₹220,,Chilled coffee blended with milk and a hint of vanilla,Veg,,,,Check app
Coffee,,Biscoff Caramel Iced Latte,₹240,,"Chilled coffee blended with milk, caramel & Biscoff",Veg,,,,Check app
Coffee,,Lavender Iced Black,₹240,,Chilled black coffee infused with lavender,Veg,,,,Check app
Coffee,,Beaten Coffee,₹220,,Whipped coffee added to frothy milk,Veg,,,,Check app
Coffee,,Classic Iced Black,₹190,,Robust cold brewed coffee with ice,Veg,,,,Check app
Coffee,,Black Coffee,₹190,,Pure and robust coffee,Veg,,,,Check app
Baker's Toast,,Avocado & Poached Egg Toast,₹280,,Poached eggs and creamy guacamole drizzled with chilli oil,Non-Veg,,,,Check app
Baker's Toast,,Avocado & Cottage Cheese Toast,₹320,,Creamy guacamole and scrambled cottage cheese spread topped with cherry tomatoes,Veg,,,,Check app
Baker's Toast,,Wild Mushroom Toast,₹320,,"Sautéed enoki, button & oyster mushrooms seasoned with Ricotta cheese, truffle oil & hollandaise sauce",Non-Veg,,,,Check app
Baker's Toast,,Chicken Salami & Poached Egg Toast,₹320,,"Chicken salami slices, poached egg, sundried tomatos & ricotta cheese with basil pesto spread",Non-Veg,,,,Check app
Baker's Toast,,Chicken & Mushroom Toast,₹280,,Seasoned chicken and creamy sauteed mushrooms tossed in herb-infused sauce with a sprinkle of fresh herbs,Non-Veg,,,,Check app
Baker's Toast,,Corn & Spinach Toast,₹260,,Crunchy corn kernels and spinach layered as a cheesy spread with feta & cherry tomatoes,Veg,,,,Check app
Omelette,,Classic Omelette,₹240,,Classic fluffy eggs seasoned with pepper and salt,Non-Veg,,,,Check app
Omelette,,Avocado Omelette,₹320,,Creamy avocados enveloped in fluffy eggs,Non-Veg,,,,Check app
Omelette,,Creamy Chicken Omelette,₹320,,Tender chicken nestled in creamy eggs,Non-Veg,,,,Check app
Omelette,,Exotic Veggie Omelette,₹260,,Exotic veggies blended with fluffy eggs,Non-Veg,,,,Check app
Omelette,,Shrooms Omelette,₹260,,Earthy mushrooms cocooned with fluffy eggs,Non-Veg,,,,Check app
Omelette,,Chilli Relish Omelette,₹260,,Thai fresh chilli relish blended with fluffy eggs,Non-Veg,,,,Check app
Mains,,Classic Chicken Steak,₹460,,"Thyme & mustard grilled chicken, mushroom & black pepper sauce, creamy mash, sauteed vegetables",Non-Veg,4.0,4,,Check app
Mains,,Smok'n Hot Chicken Steak,₹480,,"Peri Peri marinated grilled chicken, creamy mash, sauteed vegetables, butter chilli emulsion",Non-Veg,2.8,3,,Check app
Mains,,Crispy Fried Chicken,₹460,,"Cajun spiced breaded chicken, crispy potato wedges, house made special cheese melt and a side salad",Non-Veg,,,,Check app
Mains,,Fiery Cottage Cheese Steak,₹480,,"Peri Peri marinated grilled cottage cheese, creamy mash, sauteed vegetables, butter chilli emulsion",Veg,,,,Check app
Mini Pancake,,Nutella Mini Pancake,₹340,,"Fluffy pancakes layered with Nutella hazelnut spread, served with maple syrup",Veg,3.7,4,,Check app
Mini Pancake,,Banana Caramel Mini Pancake,₹280,,"Fluffy pancakes layered with caramel sauce and topped with sliced bananas & kiwi, served with maple syrup",Veg,,,,Check app
Mini Pancake,,Strawberry Mini Pancake,₹280,,"Fluffy pancakes layered with strawberry coulis, served with maple syrup",Veg,,,,Check app
Mini Pancake,,Blueberry Mini Pancake,₹340,,"Fluffy pancakes layered with blueberry coulis, served with maple syrup",Veg,4.0,4,,Check app
Mini Pancake,,Choco Truffle Mini Pancake,₹300,,"Fluffy pancakes layered with chocolate truffle sauce, served with maple syrup",Veg,,,,Check app
Mini Pancake,,Jamun Mini Pancake,₹280,,"Fluffy pancakes layered with jamun coulis, served with maple syrup?",Veg,,,,Check app
Chaat,,Avocado Papdi Chaat,₹380,,,Veg,3.4,4,,Check app
Chaat,,Makhana Chaat,₹320,,"Crispy makhana and creamy avocado tossed with chopped onions, tomatoes and cucumber seasoned with Indian spices and drizzled with tamarind and mint chutneys",Veg,,,,Check app
Chaat,,Lotus Stem Chaat,₹320,,"Crispy lotus stem chips mixed with chopped onions, tomatoes and cucumber seasoned with Indian spices and drizzled with curd, tamarind and mint chutneys",Veg,,,,Check app
Chaat,,Cheeselings Bhel,₹250,,"Savoury cheeselings, chopped onion and tomatoes blended with traditional Indian spices",Veg,,,,Check app
Chaat,,Khichinga Chaat,₹250,,"Crispy in-house chips topped with chopped onions, tomatoes and pomegranate seasoned with Indian spices and drizzled with tamarind and mint chutneys",Veg,,,,Check app
Pav Tastified,,Chicken Keema Pav,₹280,,"Minced chicken cooked with Indian spices, served with a pair of buttered pav and seasoned onions",Non-Veg,,,,Check app
Pav Tastified,,Anda Bhurji Pav,₹240,,"Scrambled eggs cooked with Indian spices, served with a pair of buttered pav and seasoned onions",Non-Veg,5.0,3,,Check app
Pav Tastified,,Paneer Bhurji Pav,₹280,,"Medium Spicy | Scrambled paneer cooked with Indian spices, served with a pair of buttered pav and seasoned onions",Veg,4.2,10,,Check app
Pav Tastified,,Cheese Vada Pav,₹260,,"Pair of spiced potato vada sandwiched in cheese toasted buttered pav, served with a side of seasoned onions and chilli, tamarind and mint chutneys",Veg,,,,Check app
Pav Tastified,,Vada Pav,₹240,,"Pair of spiced potato vada sandwiched in  buttered pav, served with a side of seasoned  onions and chilli, tamarind and mint chutneys",Veg,,,,Check app
Smoothies,,Avocado & Berry Smoothie,₹340,,"Fresh avocado chunks and berries blended with creamy milk, yogurt and vanilla ice cream",Veg,5.0,4,,Check app
Smoothies,,Strawberry Banana Smoothie,₹290,,"Fresh banana and strawberries blended with creamy milk, yogurt and vanilla ice cream",Veg,5.0,4,,Check app
Smoothies,,Vanilla Almond Smoothie,₹320,,"Home-made almond butter blended with vanilla essence, creamy almond milk, yogurt and vanilla ice cream",Veg,,,,Check app
Smoothies,,Choco Peanut Smoothie,₹290,,"Dark chocolate and peanut butter blended with fresh banana, cocoa, creamy milk and yogurt",Veg,,,,Check app
Shakes,,Matcha Pistachio Shake,₹360,,"Matcha blended with pistachio, honey, vanilla ice cream & creamy milk",Veg,,,,Check app
Shakes,,Chocolate Overload,₹280,,"Indulgent chocolate blended with brownie, chocolate ice cream & milk",Veg,,,,Check app
Shakes,,Berry Oreo,₹280,,"Oreo biscuits blended with blueberry extract, chocolate ice cream & milk",Veg,,,,Check app
Shakes,,Vanilla Fruit Loops,₹260,,Nostalgic fruit loops blended with vanilla ice cream and milk,Veg,,,,Check app
Desi Chai,,Ginger Chai,₹210,180 Ml: ₹210 | 400 Ml: ₹390,Black tea brewed with milk and fresh grated ginger,Veg,,,,Check app
Desi Chai,,Masala Chai,₹210,180 Ml: ₹210 | 400 Ml: ₹390,Black tea brewed with milk and Indian spices,Veg,,,,Check app
Desi Chai,,Elaichi Chai,₹210,180 Ml: ₹210 | 400 Ml: ₹390,Black tea brewed with milk and elaichi,Veg,,,,Check app
Desi Chai,,Chai,₹190,180 Ml: ₹190 | 400 Ml: ₹360,Black tea brewed with creamy milk,Veg,4.2,4,,Check app
Tea-tails,,Chamomile Lavender Dream,₹280,,In-house chamomile & lavender infusion with natural sweetness,Veg,,,,Check app
Tea-tails,,Strawberry Rhododendron Dill Blush,₹280,,In-house strawberry & rhododendron infusion with dill & natural sweetness,Veg,,,,Check app
Tea-tails,,Earl Grey Maple Spark,₹240,,In-house earl grey infusion with rich maple sweetness,Veg,,,,Check app
Tea-tails,,Rosemary Green Mint Meadow,₹240,,In-house mint green tea infusion with rosemary & honey,Veg,,,,Check app
Mocktails,,Kiwi Fizz,₹260,,Fresh kiwi fruit with a hint of orange in fizzy water,Veg,,,,Check app
Mocktails,,Passion Fruit Mojito,₹260,,Fresh passion fruit and lemon slices in fizzy water,Veg,,,,Check app
Mocktails,,Watermelon Mojito,₹220,,Fresh watermelon chunks with a dash of lime in fizzy water,Veg,,,,Check app
Mocktails,,Blueberry Basil Blitz,₹280,,Fresh blueberries & basil with lime in fizzy water,Veg,,,,Check app
Add On,,A Boiled Egg,₹40,,,Non-Veg,,,,Check app
Add On,,A Slice Of Garlic Bread,₹40,,,Veg,5.0,4,,Check app
Add On,,An Additional Pav,₹40,,,Veg,,,,Check app
Drinking Chocolate,,Hazelnut Belgian Drinking Chocolate,₹320,,Rich callebaut Belgian dark chocolate blended with hazelnut extract & creamy milk,Veg,,,,Check app
Drinking Chocolate,,Belgian Drinking Chocolate,₹280,,Rich callebaut Belgian dark chocolate blended with creamy milk,Veg,,,,Check app
