category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Sugarcane  Juice  Natural,,Sugarcane juice Lemon [1 Litre],₹129,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Sugarcane juice Ginger [1 litre],₹129,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Jaggery Hot Coffee,₹89,,Jaggery hot coffee,Veg,,,,Check app
Sugarcane  Juice  Natural,,Sugarcane juice Natural [500 ml],₹89,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Jaggery Badam Milk,₹79,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Sugarcane juice Ginger [500 Ml],₹89,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Sugarcane juice Ginger [250 ml],₹49,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Sugarcane juice Natural [1 Litre],₹129,,,Veg,,,,Check app
Sugarcane  Juice  Natural,,Jaggery Elaichi Tea,₹89,,Jaggery tea elachi,Veg,,,,Check app
