category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
All Day Breakfast,,All Mighty English Breakfast,₹499,,"A breakfast spread comprising of chicken sausages, bacon(pork)/ additional chicken sausage, 2 eggs (sunny side up/ both side fried/  scrambled egg, plain omelette), baked beans, sauteed mushrooms, mashed potato/hash brown & grilled tomato. Served along with 2 slices of bread and butter.",Non-Veg,4.1,15,,Check app
All Day Breakfast,,Nice To Meat You - Chicken,₹575,,"A breakfast mix of chicken salami, chicken ham, chicken sausages tossed with veggies and hash brown, topped up with both side fried/scrambled/plain omelette. Served along with 2 slices of bread and butter.",Non-Veg,4.4,6,,Check app
All Day Breakfast,,Murrican Invasion,₹499,,"A breakfast comprising bacon(pork)/ chicken sausages, 2 eggs( sunny side up/ both side fried/ scrambled egg/ plain omelette),2 pancakes with maple syrup. Served along with 2 slices of bread and butter.",Non-Veg,2.6,5,,Check app
All Day Breakfast,,Goan Gala,₹620,,Sauteed goan sausage (pork) on a bed of mashed potato. This breakfast is served along with 2 slices of bread and butter.,Non-Veg,4.6,31,,Check app
All Day Breakfast,,Cant Get Any Pigger,₹579,,"A breakfast spread of bacon (pork), pork sausages, pork ham,2 eggs(sunny side up/both side fried/scrambled/plain omelette) sauteed mushrooms, mashed potato/hash brown & grilled tomato. Served along with 2 slices of bread and butter.",Non-Veg,4.3,9,,Check app
All Day Breakfast,,Nice To Meat You - Pork,₹620,,"A breakfast mix of pork pepperoni, bacon, pork sausage tossed with veggies and hash brown, topped up with both side fried/scrambled/plain omelette. Served along with 2 slices of bread and butter.",Non-Veg,4.5,132,,Check app
All Day Breakfast,,Hash Hotch Potch,₹480,,"A breakfast mix of cottage cheese, corns, peas, mushrooms, capsicum, olives, jalapenos and hash browns. Served along with 2 slices of bread and butter.",Veg,4.4,144,,Check app
All Day Breakfast,,Sweet Potato O Mine,₹490,,"Sweet potato hash cakes with crispy bacon filled inside, on a bed of sauteed spinach and topped up with sunny side up / both side fried eggs. This breakfast is served along with 2 slices of bread and butter.",Non-Veg,4.9,5,,Check app
All Day Breakfast,,Helen Of Soy,₹470,,"A delicious soy patty pan-grilled to perfection and drizzled with hickory barbeque sauce, served with a bit of house salad !",Veg,4.2,3,,Check app
All Day Breakfast,,Sunshine In A Pan (Egg Only),₹485,,"A breakfast with 2 eggs pan fried (single side fried) topped with mushrooms, spinach and cheese alongside sauteed mushrooms, baked beans, mashed potato, grilled tomato. Served along with 2 slices of bread and butter.",Non-Veg,4.5,395,,Check app
