input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
"MixNosh | Art Cafe, HSR",1283997,Mixnosh Art Cafe,Bangalore,Jayanagar,Jayanagar,"GROUND FLOOR NO.732,13TH CROSS ROAD,7TH BLOCK,JAYANAGAR,BENGALURU ,Jayanagar,B.B.M.P South,Karnataka-560070",₹400 for two,"Burmese, Pastas",NEW,,--,,False,,,45,50,7.2,731388,No,,10% off upto ₹75|Use VISAPLATINUMCC Above ₹600 | 10% off upto ₹75|Use VISAPLATINUMDC Above ₹300,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2025/12/11/6deb7e4a-c321-4a22-992a-c16876e1e2d5_1283997.jpg,https://www.swiggy.com/restaurant-info/1283997,12.9237082,77.57423469999999
