input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Blue Tokai Coffee Roasters | HSR Layout,91628,Blue Tokai Coffee Roasters,Bangalore,Koramangala,Koramangala,"583, 80 Feet Road, next to ICICI Bank, opposite Bethany High School. Bengaluru, Karnataka - 560095",₹600 for two,"Cafe, Coffee",4.6,3.3K+ ratings,,,False,,,370,375,7.3,2682,No,,10% off upto ₹75|Use VISAPLATINUMCC Above ₹600 | 10% off upto ₹75|Use VISAPLATINUMDC Above ₹300,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2026/2/24/4c3656cf-6b85-4e31-b108-0f9133b91e18_91628.JPG,https://www.swiggy.com/restaurant-info/91628,12.940716,77.62019399999997
