input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Café Coffee Day,7034,Cafe Coffee Day,Bangalore,Banashankari,Jayanagar,"Plot No. 1238, Srf Complex, 23Rd Cross Rd, 30Th Main Road, Banashankari, Bengaluru, Karnataka",₹400 for two,"Beverages, Cafe",4.5,2.7K+ ratings,,,False,,,369,374,7.5,1,Yes,66% Off,66% Off | Use SWIGGY6 | 99 store,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2025/8/21/64dbd0cc-6e5a-4698-86d2-cdc47b866efe_7034.JPG,https://www.swiggy.com/restaurant-info/7034,12.9255915,77.5610234
