input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
SM Grand Cafe,492564,S M Grand Cafe,Bangalore,HSR Layout,Kudlu Gate,"Lakedew residency phase 2, Haralur, Bommanahalli, Karnataka 560068",₹500 for two,"Fast Food, Snacks",--,Too Few Ratings,4.7,104 ratings,False,,,65,75,14.6,295711,No,FLAT50 off,FLAT50 off | Use FLATDEAL | 10% off up to ₹40 | Use code TRYNEW,https://media-assets.swiggy.com/swiggy/image/upload/f8a6bfb46909a11a06a019664c142446,https://www.swiggy.com/restaurant-info/492564,12.900278205819,77.662671780174
