input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Godavari Cafe@HSR,696705,Godavari Cafe,Bangalore,Royal County,Arekere,"1761, 2098, 1st Cross Rd, Royal County, South Avenue, Gottigere, Bengaluru, Karnataka 560083, India",₹200 for two,"North Indian, South Indian",4.3,1.8K+ ratings,,,False,,,55,65,14.9,416731,No,Get items under 39,99 store | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2025/7/17/bf5b5676-9e6c-4a22-8749-61ef4a457150_696705 (1).jpg,https://www.swiggy.com/restaurant-info/696705,12.859652,77.58030864418
