input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
Ice Treat Cafe,107398,Ice treat,Bangalore,HSR Layout,HSR Layout,"N0.2724, Ground Floor, 31st Main, 16th Cross, HSR Layout, Sector-1, BTM Layout, B.B.M.P South, Karnataka-560102",₹250 for two,"Ice Cream, Desserts",4.3,362 ratings,,,False,,,503,513,13.1,105692,No,,10% off upto ₹75|Use VISAPLATINUMCC Above ₹600 | 10% off upto ₹75|Use VISAPLATINUMDC Above ₹300,https://media-assets.swiggy.com/swiggy/image/upload/f22335830a493aae1f6d4de2028573a7,https://www.swiggy.com/restaurant-info/107398,12.9126378,77.6535204
