input_name,restaurant_id,name,city,locality,area,address,cost_for_two,cuisines,avg_rating,total_ratings,google_rating,google_rating_count,pure_veg,is_open,next_close_time,delivery_time_min,delivery_time_max,distance_km,parent_id,is_chain,discount_header,offers,image_url,swiggy_url,swiggy_lat,swiggy_lng
The Faith Cafe,1034836,The faith,Bangalore,HSR,HSR,"Shop No : 448 jharana , Floor : Ground , 17th cross 17th main road sector 4 hsr layou , The Faith Cafe, 17th Cross Road, Sector 4, HSR Layout, Bengaluru, Karnataka, India",₹800 for two,"Continental, European",3.9,11 ratings,,,False,,,50,60,11,602389,No,FLAT250 off,FLAT250 off | Use FLATDEAL | 10% off upto ₹75|Use VISAPLATINUMCC Above ₹600,https://media-assets.swiggy.com/swiggy/image/upload/RX_THUMBNAIL/IMAGES/VENDOR/2025/1/27/b14e68ee-a23d-4f74-aaa9-94479778d41c_1034836.jpg,https://www.swiggy.com/restaurant-info/1034836,12.9123589,77.64199719999999
